1-----------------------------------------------------------------------
79.304993,32.894554 
79.325933,32.881229 
79.352583,32.850771 
79.390654,32.803182 
79.423015,32.765111 
79.426822,32.744172 
79.419208,32.736557 
79.506772,32.671836 
79.523904,32.671836 
79.565782,32.648993 
79.687611,32.513840 
79.702839,32.481479 
79.733296,32.439601 
79.761850,32.435793 
2---------------------------------------------------------------------------
81.977852,30.410837 
82.275285,30.470323 
82.889186,30.241895 
83.506656,29.933755 
83.554245,29.912340 
83.623249,29.852853 
83.697013,29.862371 
83.996825,29.672014 
84.056311,29.605389 
84.120557,29.567318 
84.213356,29.576836 
84.244289,29.541144 
84.389436,29.548282 
84.522686,29.498313 
84.479855,29.350787 
84.513168,29.315095 
84.525065,29.267506 
84.598828,29.253229 
84.644038,29.288921 
84.665453,29.257988 
84.803462,29.222296 
84.815359,29.222296 
84.860569,29.231814 
84.977163,29.174707 
85.162761,29.317474 
85.343600,29.274644 
85.453055,29.255608 
85.612479,29.198501 
85.705278,29.172327 
85.959880,29.181845 
86.533330,29.236573 
86.599955,29.210399 
87.684989,29.141394 
89.630199,29.331751 
91.218489,29.296059 
92.634268,29.147343 
93.145852,29.141394 
93.175595,29.022421 
93.282671,28.998627 
93.478977,29.153292 
93.877536,29.153292 
94.317737,29.302008 
94.882859,29.545903 
94.918551,29.724362 
95.192189,29.777900 
95.174343,29.884976 
95.370648,29.712465 
95.412289,29.516159 
95.453929,29.480468 
95.085113,29.200881 
94.995883,29.123548 
94.835270,28.915346 
94.799578,28.849910 
95.043472,28.611964 
95.061318,28.427556 
94.989935,28.326429 
95.019678,28.195559 
95.108908,28.136072 
95.263573,28.171764 
95.340905,28.100380 
3--------------------------------------------------------
94.597323,33.849753 
96.025000,32.517255 
97.214731,31.517881 
97.024374,31.565470 
97.357498,30.899221 
98.023747,30.042615 
98.547229,28.852885 
99.165889,26.949316 
99.451424,25.188515 
100.403208,24.189141 
100.212851,23.713249 
100.117673,23.237357 
100.879101,22.047626 
101.259814,21.476556 
------------------------------------------------------













